order_id;customer_id;order_date;delivery_date;product;category;price;quantity;discount;state;channel;payment_type;return_flag
173;4a1b76a8-bdc0-4909-8f40-9e0983f2f1c8;17/03/2025;25/03/2025;Nisi;Infantil;467.55;2;45.93;DF;App;Carteira Digital;Sim
174;79decd67-4235-4b77-9e63-c7dbf0342ec6;03/04/2025;10/04/2025;Consequuntur;Perfumes;179.51;1;20.35;RJ;App;Pix;Não
175;d4fb9418-675a-449e-a121-407c291afb9b;06/05/2025;17/05/2025;Veniam;Beleza;414.38;4;14.84;SC;Loja Física;Cartão de Crédito;Não
176;613ad731-4419-4596-aede-51d4de8db6fb;13/04/2025;20/04/2025;Incidunt;Perfumes;286.47;3;11.36;SP;Site;Pix;Não
177;29d512cb-1b62-4be0-9443-2f6f1e3641a3;16/03/2025;21/03/2025;Optio;Infantil;435.77;4;42.36;DF;Site;Boleto;Não
178;2221ee0b-9e49-40a7-b4b5-f125d6193d5b;25/04/2025;29/04/2025;Eaque;Maquiagem;145.65;4;30.4;MG;App;Carteira Digital;Não
179;5d7b4815-6360-44a8-ac7d-6625d4e0be89;23/03/2025;28/03/2025;Non;Beleza;33.55;3;3.56;SP;Loja Física;Boleto;Sim
180;f48b2389-26f1-4df3-b9c3-6c30058eed66;08/02/2025;13/02/2025;Consequatur;Pele;108.18;4;12.84;SP;Loja Física;Carteira Digital;Sim
181;e10a84f6-403c-49ee-acc8-2c32872d4521;24/06/2025;30/06/2025;Libero;Cabelos;158.13;4;41.16;RJ;App;Cartão de Crédito;Sim
182;5f236fab-5875-42d4-8637-d43e315684f9;03/07/2025;08/07/2025;Tempora;Perfumes;402.9;1;12.83;PR;Loja Física;Pix;Não
183;c3204547-97ef-4f63-b298-62a5bc4ec57b;01/06/2025;06/06/2025;Asperiores;Perfumes;477.16;3;31.9;DF;Site;Carteira Digital;Sim
184;cc36d86a-dd2c-48f5-a38d-e34061d02f3a;17/04/2025;25/04/2025;Maiores;Perfumes;150.15;4;13.74;RS;Loja Física;Boleto;Sim
185;be695c2f-8a65-444f-bb74-9cfda0bdcd9f;11/05/2025;16/05/2025;Rem;Pele;305.71;3;11.76;SC;App;Pix;Sim
186;fe36b890-1405-4d2d-9d0e-486719cf6c39;19/03/2025;24/03/2025;Maxime;Pele;126.91;3;11.6;PR;Loja Física;Carteira Digital;Sim
187;d580a59d-24e4-4bb4-90ba-b5fb7378d2dc;03/07/2025;09/07/2025;Animi;Perfumes;231.25;3;36.23;DF;App;Pix;Não
188;c5b35e53-52b1-4e9a-b647-d56c8ae30224;15/06/2025;16/06/2025;Autem;Perfumes;414.79;4;36.22;BA;Site;Boleto;Não
189;25ccf47a-e6e8-4d13-813d-f5e0ac736474;26/01/2025;29/01/2025;Aliquam;Cabelos;450.27;3;20.06;SC;Site;Pix;Não
190;2db526f5-bb6b-41fc-97e7-46f579733fdf;11/06/2025;17/06/2025;At;Infantil;330.88;4;44.0;SC;App;Boleto;Não
191;7c9b2699-c21a-4e16-b704-14c6f3d30ad9;29/05/2025;06/06/2025;Libero;Beleza;248.65;4;29.02;MG;Loja Física;Pix;Sim
192;5f6e3771-3f80-4818-b118-a10cc05dfda9;25/02/2025;02/03/2025;Odit;Perfumes;228.66;3;37.81;RJ;Loja Física;Carteira Digital;Sim
193;06af2687-692d-4401-804f-7119bab7a381;15/02/2025;21/02/2025;Magni;Infantil;496.47;4;38.43;MG;App;Boleto;Sim
194;d83e88d1-fd50-4afc-a083-0650316fdb1e;23/05/2025;26/05/2025;Quas;Perfumes;400.31;4;6.39;PR;App;Carteira Digital;Sim
195;b9791a03-e7c5-47b6-a273-2ec8e6d90c66;16/05/2025;20/05/2025;Eos;Pele;153.66;2;19.05;SC;App;Carteira Digital;Sim
196;7caab5ab-5924-4ba8-abbd-52360016fd8b;12/06/2025;19/06/2025;Fuga;Maquiagem;399.55;3;49.61;RJ;Site;Pix;Sim
197;9b41e115-0bc6-4be4-be3e-0f0efd0f4403;22/06/2025;27/06/2025;Soluta;Infantil;442.65;2;36.07;RJ;App;Cartão de Crédito;Sim
198;08d47e57-8bbe-48f2-a79e-76df0749431a;08/04/2025;12/04/2025;Tempore;Perfumes;102.28;3;17.3;MG;Loja Física;Pix;Sim
199;5188f863-27b9-404d-bbf0-004fd841feef;04/02/2025;13/02/2025;Necessitatibus;Beleza;266.21;1;41.26;BA;Site;Pix;Não
200;2d5b6c04-edfb-45e3-8b55-04a412665177;30/04/2025;04/05/2025;Delectus;Pele;67.58;4;48.29;SC;Site;Boleto;Não
201;26dfdee1-4d01-40e3-8fae-8591909239d9;08/03/2025;12/03/2025;Nemo;Maquiagem;331.19;1;0.88;MG;Site;Boleto;Sim
202;70319a8b-eee1-48de-9305-25841239b4cb;16/02/2025;21/02/2025;Illo;Maquiagem;257.76;2;2.89;SC;Loja Física;Boleto;Não
203;ebdd66c4-8951-4405-b050-30f355104898;14/06/2025;18/06/2025;Voluptatum;Maquiagem;172.54;3;8.89;MG;Site;Carteira Digital;Não
204;1924dba3-2398-438d-8065-1c38e12dfb40;28/06/2025;03/07/2025;Molestiae;Perfumes;111.66;4;26.35;PR;Loja Física;Cartão de Crédito;Não
205;b54766ab-584e-405f-bbfe-35372570002b;25/01/2025;29/01/2025;Vero;Pele;202.85;4;24.08;MG;Site;Carteira Digital;Não
206;8e12c0d8-df9d-40ae-a550-4d7ae6513747;25/04/2025;29/04/2025;Dolorem;Maquiagem;226.73;2;12.99;PR;Loja Física;Carteira Digital;Não
207;52a15d6b-f48b-468d-a8c3-c6b471579994;15/06/2025;19/06/2025;Vero;Perfumes;143.36;1;9.94;PR;Site;Carteira Digital;Não
208;f43a069e-c901-4182-a35d-831d5dc3c5b1;22/02/2025;23/02/2025;Corporis;Beleza;204.56;1;27.4;RS;App;Pix;Não
209;c5a444b4-655b-43b5-94da-ad8c895243eb;05/02/2025;09/02/2025;Sunt;Infantil;182.6;4;32.59;PR;Site;Carteira Digital;Não
210;281c8f9e-6300-441f-9441-529d69945f45;23/06/2025;29/06/2025;Est;Beleza;339.59;1;34.41;SP;Loja Física;Carteira Digital;Não
211;ffb7cfb6-bda2-48bb-8361-d1c25f8519e9;08/02/2025;11/02/2025;Nemo;Cabelos;453.83;1;41.26;BA;Site;Boleto;Não
212;6df09560-db7c-4b9e-ace6-77883855e5c1;08/04/2025;15/04/2025;Quas;Infantil;494.49;3;34.01;MG;Loja Física;Cartão de Crédito;Sim
213;5b183045-988c-40ec-8d93-d6a97d41563d;26/01/2025;27/01/2025;Ipsa;Pele;366.67;1;40.11;DF;Site;Pix;Sim
214;53250815-eb6a-4b44-bed3-0c0d571d1b82;09/07/2025;10/07/2025;Porro;Beleza;269.03;4;17.66;PR;App;Carteira Digital;Sim
215;6e821d19-eaca-4289-b472-8d5e97b39e6a;13/02/2025;18/02/2025;Nulla;Cabelos;76.25;2;41.53;MG;Loja Física;Pix;Não
216;1100882b-6c20-4400-8f3d-c16c6b142943;27/04/2025;29/04/2025;Quidem;Cabelos;271.89;1;14.77;PR;App;Pix;Não
217;970c2c09-424f-410a-8326-bc5d3afb541b;19/03/2025;23/03/2025;Laudantium;Beleza;319.06;2;3.46;DF;Site;Boleto;Sim
218;a0c0babd-00ec-4e7b-accd-40a63beca1a5;16/03/2025;22/03/2025;Aperiam;Infantil;258.43;4;37.4;SC;Loja Física;Pix;Sim
219;6692129a-7498-413f-96c9-5a8becea0008;25/04/2025;30/04/2025;Ullam;Perfumes;204.92;3;27.5;SP;App;Cartão de Crédito;Não
220;b0ee2025-d509-420e-8a12-0be2ee8bc601;24/03/2025;29/03/2025;Sapiente;Pele;35.98;1;14.3;PR;Loja Física;Carteira Digital;Não
221;dfb39909-6bc6-4a45-9d0c-d82398b76826;04/07/2025;15/07/2025;Esse;Beleza;286.16;3;13.47;RS;App;Cartão de Crédito;Não
222;9c3c7456-3fb7-459d-a147-427d110884e6;09/05/2025;13/05/2025;Dolorem;Maquiagem;483.61;3;25.29;RS;Loja Física;Cartão de Crédito;Não
223;f2150274-be86-4874-8572-09b876c9d094;22/06/2025;01/07/2025;Ipsa;Infantil;387.73;3;8.04;PR;Loja Física;Carteira Digital;Sim
224;e793ecaf-7d16-42bd-a343-1f8e86d24333;12/05/2025;20/05/2025;Voluptatem;Cabelos;378.9;2;30.8;SP;Site;Pix;Não
225;5760132d-85ff-4da9-b9c6-1962a9c69d99;08/03/2025;12/03/2025;Ratione;Beleza;387.67;2;41.63;RJ;Site;Boleto;Não
226;07d09027-d9bc-4b0d-b6e8-cf3c5e7f61bf;10/03/2025;12/03/2025;Iure;Perfumes;348.84;4;7.44;BA;Loja Física;Carteira Digital;Sim
227;e9f170d2-919a-4a55-be52-39626f4e1015;21/01/2025;29/01/2025;Nihil;Perfumes;223.93;4;8.92;RJ;App;Carteira Digital;Não
228;2df04141-3fcc-4579-b301-925dac151805;12/01/2025;13/01/2025;Dolorum;Beleza;115.22;1;4.65;BA;Site;Carteira Digital;Não
229;461bf57b-40c9-4b86-985b-7328e89c3518;12/06/2025;17/06/2025;Veniam;Cabelos;293.51;2;24.33;BA;Site;Pix;Não
230;de8aee7c-a6fd-46b7-928e-03196556d677;17/02/2025;20/02/2025;Nemo;Beleza;329.15;3;2.93;SC;App;Boleto;Sim
231;681ea82a-97b3-426f-b88b-e52956b632e4;14/02/2025;20/02/2025;Cum;Perfumes;184.25;3;11.79;RJ;Loja Física;Boleto;Sim
232;c33b4e73-be6e-412d-8c40-0c6f2235cbda;11/04/2025;16/04/2025;Rem;Beleza;111.54;2;31.81;BA;Site;Boleto;Sim
233;3241bcca-7728-4010-8dfd-2a35e87b6eca;22/04/2025;28/04/2025;Architecto;Beleza;116.7;1;48.98;RS;Loja Física;Boleto;Sim
234;d5b52a35-5453-4b49-9edc-fb7bdd3f1a21;23/02/2025;02/03/2025;Reiciendis;Pele;430.78;2;43.64;MG;Loja Física;Cartão de Crédito;Não
235;54c72176-6da0-4078-8e77-6893b6694861;01/06/2025;06/06/2025;Qui;Cabelos;67.88;3;45.2;MG;Loja Física;Pix;Sim
236;dda164c2-2f83-45cd-9d3d-2cf05aad9001;18/05/2025;20/05/2025;Tempore;Beleza;56.92;2;30.51;SP;Site;Cartão de Crédito;Não
237;cd549328-bbd3-45e5-89a5-cfd813ea9184;11/02/2025;15/02/2025;Nam;Cabelos;56.82;2;1.81;BA;Site;Boleto;Não
238;d49b04d0-5e48-4909-a14e-1bd202102b43;20/05/2025;27/05/2025;Nobis;Beleza;103.5;4;1.68;MG;Loja Física;Carteira Digital;Sim
239;59f38e69-674f-41ab-a21c-e2a920526881;23/03/2025;26/03/2025;Accusamus;Infantil;223.21;3;4.32;RJ;App;Carteira Digital;Não
240;271890d1-c97f-4078-85fb-2396bf302db8;15/06/2025;20/06/2025;Fugiat;Maquiagem;419.1;4;13.01;RJ;App;Boleto;Sim
241;4e9ebe21-b813-4cac-8366-cb1f2de590b8;21/02/2025;27/02/2025;At;Infantil;486.84;4;48.37;PR;App;Cartão de Crédito;Sim
242;4eed7742-328a-4b6f-a3ae-8fb4a8564cf3;31/05/2025;01/06/2025;Nam;Perfumes;368.4;3;12.55;SC;App;Cartão de Crédito;Não
243;fee87a39-0527-46c5-91c1-f45f08a9d066;23/05/2025;29/05/2025;Reiciendis;Infantil;362.68;1;30.65;DF;Site;Cartão de Crédito;Não
244;ddd178be-e767-42c6-aecd-633e6fb99b51;01/07/2025;06/07/2025;Rem;Maquiagem;75.85;4;20.59;MG;Site;Boleto;Não
245;fbe3e4c8-6b3c-4276-98bc-54fcf63377d3;22/04/2025;27/04/2025;Sit;Maquiagem;54.42;3;24.86;BA;App;Pix;Não
246;756a1d09-f82b-4de0-b3c8-232e5509eec7;19/01/2025;24/01/2025;Iure;Maquiagem;89.34;3;43.98;SC;Site;Cartão de Crédito;Sim
247;257439fb-d227-4964-af09-758fbd9bbeb1;04/05/2025;09/05/2025;Accusantium;Perfumes;60.65;2;17.18;DF;Site;Carteira Digital;Não
248;18f6a3e5-4a76-4b57-8c2b-a73bcf64bb6e;18/02/2025;23/02/2025;Sit;Perfumes;73.9;1;48.22;SC;App;Cartão de Crédito;Não
249;01ff474b-c6b9-40d7-a944-76daa3243c9f;24/03/2025;31/03/2025;Maxime;Perfumes;460.09;4;26.01;BA;Loja Física;Pix;Não
250;6d66218b-4866-49a3-a721-8e0d16ebf092;30/05/2025;05/06/2025;Explicabo;Cabelos;268.31;4;10.1;DF;Site;Cartão de Crédito;Sim
251;8f5b742e-6911-48bb-846f-4ac89ae7e378;23/01/2025;28/01/2025;Distinctio;Beleza;69.23;4;5.88;SC;Site;Pix;Sim
252;43c775ff-0bce-4f9a-b880-8c2cd17e1696;22/05/2025;28/05/2025;Quis;Maquiagem;498.63;2;21.37;SP;Loja Física;Pix;Sim
253;e22e70f6-83ac-46a8-92d3-e4b328d44abb;17/05/2025;18/05/2025;Voluptatem;Perfumes;293.09;1;1.47;BA;Loja Física;Carteira Digital;Sim
254;0a18cdf6-c4ff-44e8-a706-dbaf15a39534;10/02/2025;15/02/2025;Nobis;Pele;461.56;2;35.51;PR;App;Cartão de Crédito;Sim
255;b5dfc387-64d5-4e2b-968f-3429e557fe08;15/02/2025;22/02/2025;Beatae;Cabelos;111.67;1;5.65;DF;Site;Cartão de Crédito;Não
256;b661f0ff-2c2c-4f8a-ac86-81009212887d;07/02/2025;12/02/2025;Deleniti;Maquiagem;318.48;3;31.05;BA;Site;Pix;Sim
257;811849a1-f725-4785-b6a5-6ff9d11a7704;05/02/2025;12/02/2025;Laboriosam;Perfumes;352.57;4;34.08;SP;Loja Física;Pix;Sim
258;96e09620-26df-4665-81ec-6e1d88779f8a;11/03/2025;15/03/2025;Cupiditate;Cabelos;189.98;2;25.63;PR;Loja Física;Pix;Não
259;b462c6b4-cf5d-435f-8348-7773db0d45e5;23/05/2025;25/05/2025;Minima;Pele;172.85;2;37.96;SP;Site;Boleto;Não
260;9f053809-e097-4e44-8c39-804ee84e039c;19/01/2025;24/01/2025;Ad;Beleza;440.89;3;28.02;MG;Loja Física;Cartão de Crédito;Sim
261;9bcdeb85-3d11-415f-898a-5b81a74a18d9;19/05/2025;24/05/2025;Autem;Infantil;489.1;2;23.95;RS;App;Carteira Digital;Não
262;f283b632-1e0d-443c-8c87-1d554d1eeafa;18/06/2025;20/06/2025;Aspernatur;Pele;484.13;2;42.92;MG;App;Pix;Não
263;3136a996-d723-4e17-8b98-d9f292fd0301;26/03/2025;30/03/2025;Tenetur;Maquiagem;482.52;3;27.96;RJ;Site;Boleto;Sim
264;fb7b92e9-50b2-491a-8ba0-d9dbffb52ae2;13/04/2025;18/04/2025;Dolores;Maquiagem;62.12;1;12.09;SP;Loja Física;Cartão de Crédito;Não
265;40fe8c29-5092-45c3-9871-0da04259d732;17/06/2025;18/06/2025;Eaque;Perfumes;171.59;3;3.71;SC;App;Carteira Digital;Não
266;ee9f6728-3a2b-4217-b2d9-abc003017ba7;04/06/2025;07/06/2025;Quis;Pele;442.3;2;33.39;RS;Loja Física;Cartão de Crédito;Não
267;fc41fbc6-c30c-4b34-976a-c0cedb9ba58e;24/04/2025;28/04/2025;Voluptas;Perfumes;403.45;2;21.46;RJ;App;Carteira Digital;Não
268;655b005f-4f02-44ac-84f8-1e9566258b6a;20/05/2025;25/05/2025;Eaque;Beleza;259.54;1;4.69;RS;App;Cartão de Crédito;Sim
269;da92617d-8b5e-4e7a-bb03-709605166430;31/05/2025;09/06/2025;Error;Cabelos;312.9;2;8.24;PR;Site;Boleto;Não
270;60ce8c99-5a01-4ec9-8bdc-a7d2773f3155;18/01/2025;24/01/2025;Id;Pele;140.07;4;24.38;BA;Site;Cartão de Crédito;Não
271;7658f368-9935-4436-9cca-886a6076ec58;13/02/2025;19/02/2025;Molestiae;Infantil;149.56;1;1.99;SC;Site;Boleto;Não
272;a48541bd-dda1-45dc-8121-4ba4dd5193be;24/01/2025;31/01/2025;Voluptatibus;Maquiagem;240.31;4;10.35;RS;Loja Física;Pix;Sim
273;f610df0b-f6a7-44ed-818b-75c729582963;16/04/2025;17/04/2025;Sunt;Perfumes;33.6;2;41.67;SP;App;Cartão de Crédito;Não
274;bfbd0251-4549-474a-86fb-3ef44e3ff4b0;26/05/2025;31/05/2025;Recusandae;Beleza;50.86;1;19.85;BA;Loja Física;Carteira Digital;Não
275;f647c9e6-d134-4b28-95b3-5961fd903949;08/06/2025;10/06/2025;Fuga;Infantil;192.25;3;28.74;SC;App;Cartão de Crédito;Não
276;773e8934-b62c-4b57-a9a1-fa6199901250;29/01/2025;31/01/2025;Possimus;Beleza;241.78;3;13.74;BA;Site;Carteira Digital;Não
277;6fc14815-0da5-4404-a4d5-0bcff955cd6a;14/06/2025;22/06/2025;Minus;Beleza;415.96;4;43.14;SC;Site;Boleto;Não
278;7c36e149-d2d8-4bb5-9f17-42db66f61264;13/02/2025;13/02/2025;Ipsum;Maquiagem;367.26;3;2.98;SC;Loja Física;Cartão de Crédito;Não
279;3913c488-9e3d-49b8-96b4-4964e4c32166;06/04/2025;11/04/2025;Velit;Pele;86.88;4;27.48;BA;Site;Pix;Sim
280;7dce376e-ca9c-4416-ba5a-f107db86a8f6;10/06/2025;19/06/2025;Ipsam;Beleza;95.27;1;30.63;RJ;Loja Física;Boleto;Não
281;e0021e15-00ad-4e92-afc4-12fea3e99446;05/06/2025;09/06/2025;Eos;Pele;280.96;4;41.0;MG;Site;Cartão de Crédito;Sim
282;4644734b-b569-41b4-b293-e81a84a49e87;03/06/2025;07/06/2025;Repellendus;Pele;457.76;2;27.93;RS;Site;Boleto;Sim
283;f8b3c8ac-0a7d-4d93-80a2-4c2106b016cc;23/02/2025;03/03/2025;Cumque;Cabelos;400.82;4;11.31;DF;App;Carteira Digital;Não
284;a0677525-56ec-4740-aa3f-1ae882e9c0af;04/02/2025;09/02/2025;Quos;Infantil;35.79;3;30.05;BA;Site;Carteira Digital;Sim
285;cece3a41-df22-4420-90ba-0776de71b610;01/02/2025;06/02/2025;Corporis;Perfumes;448.35;1;47.33;DF;Loja Física;Pix;Não
286;f35c79c5-d970-4739-bddb-46f7498d8ff7;04/07/2025;07/07/2025;Temporibus;Maquiagem;211.36;3;20.48;SP;App;Cartão de Crédito;Não
287;a55f51dd-49dd-49f3-bf37-2d0650b2bab1;27/06/2025;03/07/2025;Ex;Perfumes;353.49;1;48.6;DF;Site;Cartão de Crédito;Não
288;c0f0ccf0-7302-4ec1-a043-93b91b33e0f4;13/05/2025;17/05/2025;Repellat;Pele;128.17;3;19.4;RJ;Loja Física;Cartão de Crédito;Não
289;314f8d7f-b9c4-481e-a281-9b512c2655dc;10/04/2025;11/04/2025;Similique;Perfumes;385.42;3;24.39;SP;App;Boleto;Não
290;25949c8a-6eda-421b-ae6a-7315e3688af5;03/03/2025;08/03/2025;Soluta;Maquiagem;497.58;1;49.2;DF;Loja Física;Boleto;Sim
291;6400763b-83de-420e-8119-e952e6320f68;03/05/2025;09/05/2025;Quasi;Perfumes;290.24;2;8.42;RJ;App;Cartão de Crédito;Sim
292;f69e7e6e-b047-41ac-b791-865dcacb9fd7;26/02/2025;04/03/2025;Aliquid;Beleza;348.37;1;48.32;RS;Loja Física;Carteira Digital;Não
293;adc39a6d-7813-4901-b1d5-8337460fea19;01/03/2025;06/03/2025;Nobis;Maquiagem;259.78;3;39.12;MG;App;Pix;Não
294;4f551b34-2bba-4e27-9e23-a233f9c857d1;26/04/2025;02/05/2025;Dolorum;Perfumes;430.7;1;27.15;SC;App;Cartão de Crédito;Não
295;437ec9ab-20af-4d9b-bd4f-db08c4e9d03c;20/03/2025;28/03/2025;Provident;Beleza;403.28;4;23.34;BA;Site;Carteira Digital;Não
296;c9a58238-e57d-4d41-91bc-e2a5e97b257b;17/05/2025;21/05/2025;Aliquam;Pele;384.67;2;29.44;MG;App;Cartão de Crédito;Sim
297;e7cf9b2d-4e10-4b23-9c99-5264049d54ce;09/07/2025;13/07/2025;Enim;Pele;270.3;1;18.11;PR;Loja Física;Carteira Digital;Sim
298;1a4a7a46-f9bb-4a02-b639-5894aba516cb;27/05/2025;05/06/2025;Est;Maquiagem;31.49;1;42.35;RJ;App;Carteira Digital;Não
299;8887f36b-363f-406f-a6e6-a3bb0edb0d52;25/05/2025;31/05/2025;Mollitia;Cabelos;38.98;4;46.46;RJ;Loja Física;Carteira Digital;Não
300;766e81e0-fa54-4a77-9f96-b574c41ec40c;08/04/2025;12/04/2025;Voluptate;Beleza;415.3;1;13.94;BA;App;Boleto;Sim
301;936a09d2-191d-4ce7-9555-5588adfd832e;28/02/2025;02/03/2025;In;Pele;498.98;4;49.73;DF;Site;Boleto;Sim
302;93fad631-352e-4d7b-8cae-0ca3ffd9c1a0;25/05/2025;26/05/2025;Quis;Cabelos;50.76;4;41.71;RJ;App;Cartão de Crédito;Sim
303;6a28a249-d91d-4816-9841-2facf27f8cb9;09/04/2025;17/04/2025;Vero;Infantil;259.19;2;14.02;BA;Loja Física;Boleto;Não
304;04745277-1afe-4c92-b2bb-0acbe3305924;19/05/2025;21/05/2025;Amet;Cabelos;288.09;2;40.41;MG;Site;Boleto;Não
305;162748f2-02fb-41c2-ad23-f7497aff159b;28/03/2025;02/04/2025;Laudantium;Beleza;265.29;2;12.11;SC;App;Boleto;Não
306;f3a61665-7f03-45b1-ae0a-d1c52bebcf7c;12/02/2025;17/02/2025;Necessitatibus;Maquiagem;218.61;3;46.46;PR;Loja Física;Carteira Digital;Sim
307;17d2bef0-cae0-4474-ac06-4cbdbb10cb62;14/01/2025;21/01/2025;Non;Maquiagem;198.17;1;37.98;RS;App;Carteira Digital;Sim
308;975edbd1-17e5-4eef-9581-0061e9d988a6;01/06/2025;09/06/2025;Quos;Pele;140.29;1;40.2;DF;App;Pix;Não
309;6cd9bef2-6c0b-4c71-93d2-56e19bc83113;15/03/2025;20/03/2025;Quisquam;Maquiagem;163.61;2;41.19;SC;Site;Boleto;Sim
310;75c5df0a-ba0a-47ed-a06a-532e5dab6b20;06/07/2025;10/07/2025;Ex;Pele;398.02;2;13.81;SP;Loja Física;Carteira Digital;Não
311;25005ce0-a61b-42ed-8931-4c79e11132e7;27/05/2025;30/05/2025;Ut;Maquiagem;146.01;1;4.14;RJ;Loja Física;Cartão de Crédito;Não
312;6dec95bd-ac13-4d50-a830-95c78bcf04a8;01/05/2025;10/05/2025;Ullam;Beleza;470.07;3;4.46;MG;App;Carteira Digital;Sim
313;14e552ba-5659-4481-b0e5-807a4c52096d;08/02/2025;13/02/2025;Similique;Perfumes;108.47;1;43.78;RJ;Site;Carteira Digital;Não
314;a78d2204-0020-4dd5-8e7b-8b1c0d501047;15/01/2025;17/01/2025;Esse;Beleza;347.77;1;14.9;SC;Site;Carteira Digital;Não
315;c91d3f71-7479-4eb7-bfbc-0b29d98b2e6e;01/07/2025;04/07/2025;Doloribus;Cabelos;199.22;4;19.26;SC;Site;Pix;Sim
316;f05ec3d2-32da-4642-b28d-7031681da117;23/05/2025;28/05/2025;Placeat;Beleza;433.71;1;20.83;BA;Site;Pix;Sim
317;f3ac0da2-7dfe-440c-beda-fbd5b5ea6978;06/06/2025;13/06/2025;Unde;Cabelos;315.64;2;19.74;SP;App;Carteira Digital;Sim
318;b58c466e-22ad-41ab-a126-0ef290623407;16/01/2025;20/01/2025;Amet;Infantil;350.63;2;9.96;DF;App;Cartão de Crédito;Sim
319;b82a7016-943f-4b1f-b29c-5afd77e31ac9;04/04/2025;07/04/2025;Quaerat;Beleza;82.41;2;27.19;PR;Site;Boleto;Não
320;fd1e7b04-0389-433a-be59-50c6d81d62a6;03/07/2025;10/07/2025;Explicabo;Beleza;376.01;2;26.55;PR;Site;Pix;Sim
321;24afd4c0-8d92-4663-962c-db4b906139c9;23/04/2025;24/04/2025;Suscipit;Beleza;248.12;4;2.08;RS;App;Carteira Digital;Sim
322;457fb4dc-240e-4396-81c0-8c24968363d1;11/02/2025;16/02/2025;Quam;Beleza;432.85;2;0.85;DF;Loja Física;Cartão de Crédito;Sim
323;ae780901-dd19-4da2-854b-a977b9fa0b32;18/04/2025;22/04/2025;Assumenda;Infantil;167.86;1;36.95;MG;App;Carteira Digital;Sim
324;8ea95c81-9d54-4e04-8775-dfbf7f417353;09/02/2025;17/02/2025;Temporibus;Maquiagem;419.99;3;39.02;BA;Site;Carteira Digital;Sim
325;4ffdd946-ab58-4a14-8a1e-ad8cc444312a;28/01/2025;31/01/2025;Soluta;Infantil;137.27;2;30.16;RJ;Loja Física;Pix;Sim
326;7e21962a-07ff-4619-b820-0c1d0495a284;30/06/2025;05/07/2025;Natus;Maquiagem;279.45;4;27.22;SP;App;Carteira Digital;Sim
327;52206bbb-23f2-4216-9ace-5a984a2310db;07/07/2025;10/07/2025;Ipsum;Infantil;122.04;2;44.8;SC;App;Pix;Sim
328;a70a2553-a112-4e95-b74d-e108496bdeda;28/04/2025;04/05/2025;Illo;Pele;332.12;1;17.26;RJ;App;Boleto;Sim
329;2c06bfe2-8b39-43b2-9034-3f279aac6e17;28/04/2025;03/05/2025;Aliquid;Maquiagem;99.23;1;24.87;BA;Site;Cartão de Crédito;Não
330;54bc1fe1-a359-4bf7-bdcb-ddd3f00c8023;12/06/2025;14/06/2025;Voluptas;Maquiagem;171.9;2;12.09;BA;Loja Física;Boleto;Não
331;c40b5d26-cc60-435f-93b3-63bc5695ce4e;27/02/2025;03/03/2025;Placeat;Infantil;246.04;2;9.02;DF;Loja Física;Boleto;Sim
332;072ea56c-632b-437e-a783-0a44fcb32065;11/03/2025;19/03/2025;Quod;Beleza;214.17;4;48.03;DF;Site;Pix;Sim
333;65deacca-286b-4404-b8b6-5b5d6bdf4c93;22/04/2025;30/04/2025;Nemo;Beleza;64.35;2;0.65;RS;Site;Pix;Não
334;6fc857d6-ec84-4d66-bb9e-6d14b1e85563;29/04/2025;02/05/2025;Officiis;Maquiagem;358.21;3;26.07;SC;Loja Física;Carteira Digital;Não
335;c8d39623-182e-4a85-be4d-6d22161d86ce;11/04/2025;17/04/2025;Porro;Beleza;343.3;3;48.01;RS;App;Pix;Sim
336;8bafabb8-8077-4bf9-abfa-b1c6934a4c2d;23/01/2025;31/01/2025;Beatae;Infantil;409.8;4;42.4;BA;App;Cartão de Crédito;Não
337;6aef0351-83a7-417a-b986-51cfd2a84d2c;02/05/2025;05/05/2025;Ratione;Perfumes;256.02;1;0.02;SC;Loja Física;Carteira Digital;Não
338;c05de01b-39b7-435d-914f-f913bca7fece;19/06/2025;27/06/2025;Qui;Pele;45.33;3;47.55;MG;App;Carteira Digital;Não
339;86ce5b2d-e0c4-499f-807d-15daf984ddaf;23/05/2025;29/05/2025;Voluptate;Maquiagem;142.99;2;43.87;PR;Site;Carteira Digital;Sim
340;3307396e-4c43-4d2f-91d4-43f15365b253;19/01/2025;23/01/2025;Repellat;Perfumes;479.47;2;43.34;MG;Loja Física;Pix;Não
341;8aafe0ed-5563-4f84-bff3-774b46867c06;07/06/2025;14/06/2025;Quis;Beleza;195.93;3;45.19;RJ;App;Pix;Não
342;30c98090-5016-4409-ac40-6809f8c43f02;28/01/2025;04/02/2025;Repudiandae;Perfumes;168.98;4;42.75;SC;Site;Carteira Digital;Não
343;64f63841-6fa4-48c0-8b81-e34d3e387a05;15/05/2025;17/05/2025;Qui;Perfumes;472.17;1;23.0;SP;Loja Física;Pix;Não
344;a80d51ba-721e-4939-b28b-cebba0df9112;26/03/2025;28/03/2025;Temporibus;Pele;371.57;1;38.56;SP;Site;Carteira Digital;Não
345;81871805-ed04-4013-b07e-12991280117a;21/06/2025;26/06/2025;Illum;Maquiagem;47.66;2;27.34;MG;Site;Boleto;Não
346;38527302-7180-4dad-b638-ef9959f7cb4e;23/04/2025;27/04/2025;Repellat;Beleza;124.26;3;15.21;MG;Site;Boleto;Não
